alfa,beta,po,time,distance
3.6,9.1,0.2,0.11031041145324708,284.2
3.6,9.6,0.2,0.054495048522949216,290.2
4.1,0.1,0.2,0.06642961502075195,290.8
4.1,0.6,0.2,0.07201409339904785,288.4
4.1,1.1,0.2,0.06043987274169922,280.4
4.1,1.6,0.2,0.09000849723815918,286.6
4.1,2.1,0.2,0.14772186279296876,292.0
4.1,2.6,0.2,0.09358844757080079,282.0
4.1,3.1,0.2,0.08873219490051269,293.2
4.1,3.6,0.2,0.08541479110717773,270.8
4.1,4.1,0.2,0.2487433910369873,284.6
4.1,4.6,0.2,0.16935911178588867,284.6
4.1,5.1,0.2,0.41187758445739747,289.8
4.1,5.6,0.2,0.052341651916503903,285.8
4.1,6.1,0.2,0.15337786674499512,275.0
4.1,6.6,0.2,0.092765474319458,293.6
4.1,7.1,0.2,0.06492404937744141,293.2
4.1,7.6,0.2,0.06310539245605469,289.8
4.1,8.1,0.2,0.1319746494293213,284.6
4.1,8.6,0.2,0.16170234680175782,284.2
4.1,9.1,0.2,0.1477336883544922,287.2
4.1,9.6,0.2,0.10698003768920898,290.2
4.6,0.1,0.2,0.11872057914733887,290.8
4.6,0.6,0.2,0.07200994491577148,281.4
4.6,1.1,0.2,0.08497142791748047,284.8
4.6,1.6,0.2,0.14201393127441406,288.4
4.6,2.1,0.2,0.08936471939086914,288.6
4.6,2.6,0.2,0.10552406311035156,280.2
4.6,3.1,0.2,0.1058884620666504,279.4
4.6,3.6,0.2,0.17454304695129394,289.8
4.6,4.1,0.2,0.09413251876831055,295.8
4.6,4.6,0.2,0.25926637649536133,286.6
4.6,5.1,0.2,0.346559476852417,279.6
4.6,5.6,0.2,0.5062612533569336,291.2
4.6,6.1,0.2,0.20202946662902832,275.4
4.6,6.6,0.2,0.2524544715881348,289.6
4.6,7.1,0.2,0.11032395362854004,288.8
4.6,7.6,0.2,0.25388431549072266,288.8
4.6,8.1,0.2,0.20081815719604493,283.6
4.6,8.6,0.2,0.1164827823638916,291.8
4.6,9.1,0.2,0.07031450271606446,289.2
4.6,9.6,0.2,0.11891050338745117,273.6
5.1,0.1,0.2,0.13041539192199708,287.6
5.1,0.6,0.2,0.27366185188293457,293.8
5.1,1.1,0.2,0.12588510513305665,285.0
5.1,1.6,0.2,0.367006254196167,292.4
5.1,2.1,0.2,0.17523703575134278,289.4
5.1,2.6,0.2,0.17785220146179198,289.4
5.1,3.1,0.2,0.1789928913116455,292.8
5.1,3.6,0.2,0.19690613746643065,293.8
5.1,4.1,0.2,0.04981341361999512,284.8
5.1,4.6,0.2,0.17861394882202147,292.2
5.1,5.1,0.2,0.16606531143188477,273.0
5.1,5.6,0.2,0.48248729705810545,321.2
5.1,6.1,0.2,0.15241603851318358,284.2
5.1,6.6,0.2,0.21761889457702638,286.8
5.1,7.1,0.2,0.18427662849426268,276.8
5.1,7.6,0.2,0.246474552154541,285.4
5.1,8.1,0.2,0.31458253860473634,292.0
5.1,8.6,0.2,0.2794650077819824,290.2
5.1,9.1,0.2,0.3430603504180908,289.6
5.1,9.6,0.2,0.1665724277496338,294.0
5.6,0.1,0.2,0.2701583385467529,291.2
5.6,0.6,0.2,0.11720476150512696,293.8
5.6,1.1,0.2,0.22727618217468262,291.2
5.6,1.6,0.2,0.23081984519958496,284.8
5.6,2.1,0.2,0.24873781204223633,283.4
5.6,2.6,0.2,0.39861478805541994,291.6
5.6,3.1,0.2,0.22938671112060546,284.8
5.6,3.6,0.2,0.23656983375549318,293.0
5.6,4.1,0.2,0.12924628257751464,286.0
5.6,4.6,0.2,0.1995412826538086,288.2
5.6,5.1,0.2,0.3164066314697266,283.6
5.6,5.6,0.2,0.23717122077941893,284.2
5.6,6.1,0.2,0.19946770668029784,282.0
5.6,6.6,0.2,0.7262736797332764,333.0
5.6,7.1,0.2,0.34050960540771485,284.6
5.6,7.6,0.2,1.2798885345458983,387.8
5.6,8.1,0.2,0.2242806911468506,283.0
5.6,8.6,0.2,0.7023828029632568,292.2
5.6,9.1,0.2,0.6841436862945557,316.4
5.6,9.6,0.2,0.22618088722229004,293.8
6.1,0.1,0.2,0.13198556900024414,288.6
6.1,0.6,0.2,0.22601494789123536,282.6
6.1,1.1,0.2,0.21972813606262206,293.6
6.1,1.6,0.2,0.3150838851928711,289.2
6.1,2.1,0.2,0.33963799476623535,286.2
6.1,2.6,0.2,0.24052042961120607,279.2
6.1,3.1,0.2,0.25737848281860354,278.0
6.1,3.6,0.2,0.5415657043457032,292.0
6.1,4.1,0.2,0.15093035697937013,283.6
6.1,4.6,0.2,0.7799619674682617,301.4
6.1,5.1,0.2,0.9589055061340332,351.2
6.1,5.6,0.2,0.5149846553802491,286.2
6.1,6.1,0.2,0.44102678298950193,291.0
6.1,6.6,0.2,0.21784505844116211,290.2
6.1,7.1,0.2,0.4814937591552734,279.8
6.1,7.6,0.2,0.49792704582214353,323.2
6.1,8.1,0.2,0.223419713973999,288.2
6.1,8.6,0.2,0.4880734920501709,325.6
6.1,9.1,0.2,0.35412421226501467,289.8
6.1,9.6,0.2,1.3114563941955566,329.8
6.6,0.1,0.2,0.17572789192199706,293.6
6.6,0.6,0.2,0.22259235382080078,293.8
6.6,1.1,0.2,0.44947142601013185,296.0
6.6,1.6,0.2,0.6255632877349854,313.2
6.6,2.1,0.2,0.2984772682189941,288.8
6.6,2.6,0.2,0.33042054176330565,286.4
6.6,3.1,0.2,0.7524003982543945,290.0
6.6,3.6,0.2,0.38670969009399414,293.6
6.6,4.1,0.2,0.2672595500946045,288.8
6.6,4.6,0.2,0.23157196044921874,294.0
6.6,5.1,0.2,0.1898923397064209,291.8
6.6,5.6,0.2,0.26969008445739745,292.0
6.6,6.1,0.2,0.43944997787475587,336.4
6.6,6.6,0.2,0.6152095317840576,321.6
6.6,7.1,0.2,0.16841464042663573,289.8
6.6,7.6,0.2,0.4922627925872803,283.8
6.6,8.1,0.2,0.29917540550231936,291.4
6.6,8.6,0.2,1.2205865383148193,381.0
6.6,9.1,0.2,0.5532333374023437,313.2
6.6,9.6,0.2,0.9541892051696778,334.0
7.1,0.1,0.2,0.3030686855316162,286.4
7.1,0.6,0.2,0.3199429512023926,290.6
7.1,1.1,0.2,0.4120304107666016,289.6
7.1,1.6,0.2,0.44379658699035646,287.6
7.1,2.1,0.2,0.27376298904418944,276.2
7.1,2.6,0.2,0.13091464042663575,286.8
7.1,3.1,0.2,0.6512696743011475,288.2
7.1,3.6,0.2,0.21099390983581542,289.6
7.1,4.1,0.2,0.5991336822509765,283.8
7.1,4.6,0.2,0.23407454490661622,277.8
7.1,5.1,0.2,0.4759676456451416,284.2
7.1,5.6,0.2,1.1356817722320556,381.8
7.1,6.1,0.2,0.5974531650543213,327.6
7.1,6.6,0.2,0.422288703918457,291.8
7.1,7.1,0.2,0.14194226264953613,287.2
7.1,7.6,0.2,0.6648473262786865,314.4
7.1,8.1,0.2,0.5167695999145507,348.4
7.1,8.6,0.2,0.8858355045318603,341.0
7.1,9.1,0.2,0.9146431922912598,380.2
7.1,9.6,0.2,0.13773550987243652,290.0
7.6,0.1,0.2,0.32970399856567384,295.8
7.6,0.6,0.2,0.7926304340362549,324.0
7.6,1.1,0.2,0.5659207820892334,291.6
7.6,1.6,0.2,0.48952817916870117,289.4
7.6,2.1,0.2,0.6794732093811036,289.4
7.6,2.6,0.2,0.7289774894714356,294.0
7.6,3.1,0.2,0.9143048286437988,308.2
7.6,3.6,0.2,0.7634379863739014,289.8
7.6,4.1,0.2,0.88363618850708,289.6
7.6,4.6,0.2,0.5416876792907714,289.6
7.6,5.1,0.2,1.2012447834014892,335.8
7.6,5.6,0.2,0.828118896484375,292.0
7.6,6.1,0.2,1.1766644954681396,339.2
7.6,6.6,0.2,0.7338419914245605,310.6
7.6,7.1,0.2,0.8917297840118408,325.2
7.6,7.6,0.2,0.4919087886810303,289.2
7.6,8.1,0.2,0.9855585098266602,330.0
7.6,8.6,0.2,0.5132345199584961,288.4
7.6,9.1,0.2,0.10571622848510742,295.6
7.6,9.6,0.2,0.43663640022277833,317.0
8.1,0.1,0.2,0.41667985916137695,285.0
8.1,0.6,0.2,0.8367684841156006,281.0
8.1,1.1,0.2,0.4312471866607666,290.0
8.1,1.6,0.2,0.5118235588073731,286.2
8.1,2.1,0.2,0.4795187473297119,285.2
8.1,2.6,0.2,0.1019209384918213,284.8
8.1,3.1,0.2,0.8866350173950195,303.6
8.1,3.6,0.2,0.9500539302825928,285.2
8.1,4.1,0.2,0.3526634216308594,290.2
8.1,4.6,0.2,0.349473762512207,283.2
8.1,5.1,0.2,1.0689395904541015,311.2
8.1,5.6,0.2,0.18809137344360352,284.2
8.1,6.1,0.2,0.7785185813903809,329.2
8.1,6.6,0.2,0.622342586517334,290.0
8.1,7.1,0.2,0.7976618766784668,306.6
8.1,7.6,0.2,0.33391413688659666,292.0
8.1,8.1,0.2,0.999135684967041,317.8
8.1,8.6,0.2,0.16714692115783691,283.4
8.1,9.1,0.2,0.8577132225036621,307.4
8.1,9.6,0.2,0.3610285758972168,292.0
8.6,0.1,0.2,0.39713826179504397,293.8
8.6,0.6,0.2,0.8405665874481201,294.0
8.6,1.1,0.2,1.0116886138916015,323.0
8.6,1.6,0.2,0.8533250331878662,291.8
8.6,2.1,0.2,0.7404196262359619,289.6
8.6,2.6,0.2,0.7916770935058594,322.2
8.6,3.1,0.2,1.7309721946716308,347.6
8.6,3.6,0.2,1.0523942947387694,319.6
8.6,4.1,0.2,0.6057804584503174,290.0
8.6,4.6,0.2,1.0585704803466798,336.2
8.6,5.1,0.2,0.9602387905120849,343.4
8.6,5.6,0.2,0.6933434963226318,292.2
8.6,6.1,0.2,1.0980645179748536,306.8
8.6,6.6,0.2,0.3133568286895752,289.8
8.6,7.1,0.2,1.171088457107544,317.4
8.6,7.6,0.2,1.3026676177978516,337.6
8.6,8.1,0.2,0.6573274612426758,332.2
8.6,8.6,0.2,0.5558303356170654,291.8
8.6,9.1,0.2,0.6080260753631592,293.2
8.6,9.6,0.2,0.9011940956115723,320.4
9.1,0.1,0.2,0.8291977882385254,293.6
9.1,0.6,0.2,1.410418653488159,341.0
9.1,1.1,0.2,1.2657087326049805,337.0
9.1,1.6,0.2,1.1734606742858886,343.0
9.1,2.1,0.2,0.7807933330535889,289.6
9.1,2.6,0.2,1.1521883010864258,321.8
9.1,3.1,0.2,0.9939321517944336,302.4
9.1,3.6,0.2,1.4551687717437745,308.4
9.1,4.1,0.2,1.5465807914733887,348.0
9.1,4.6,0.2,1.6278896808624268,335.6
9.1,5.1,0.2,0.9959174633026123,326.6
9.1,5.6,0.2,1.4990267276763916,356.8
9.1,6.1,0.2,1.7994218826293946,388.6
9.1,6.6,0.2,0.5953809261322022,292.0
9.1,7.1,0.2,1.1011607646942139,312.0
9.1,7.6,0.2,1.0248728275299073,372.2
9.1,8.1,0.2,1.3083468437194825,308.4
9.1,8.6,0.2,1.274221658706665,317.6
9.1,9.1,0.2,1.2344334125518799,379.6
9.1,9.6,0.2,1.9501832485198975,371.0
9.6,0.1,0.2,1.261540412902832,312.0
9.6,0.6,0.2,1.2487336635589599,325.6
9.6,1.1,0.2,1.5152299404144287,355.6
9.6,1.6,0.2,1.2625238418579101,399.6
9.6,2.1,0.2,1.3846444129943847,366.0
9.6,2.6,0.2,1.861858606338501,368.0
9.6,3.1,0.2,1.781350564956665,366.0
9.6,3.6,0.2,1.5621248245239259,352.2
9.6,4.1,0.2,0.5622236251831054,308.8
9.6,4.6,0.2,1.6714179515838623,365.2
9.6,5.1,0.2,0.9150734424591065,346.6
9.6,5.6,0.2,0.9200037002563477,302.6
9.6,6.1,0.2,1.2780091762542725,341.6
9.6,6.6,0.2,1.0942887306213378,306.6
9.6,7.1,0.2,1.2315837383270263,365.0
9.6,7.6,0.2,0.8068888187408447,331.8
9.6,8.1,0.2,1.4659209728240967,337.8
9.6,8.6,0.2,1.7987063884735108,392.8
9.6,9.1,0.2,1.314227247238159,334.0
9.6,9.6,0.2,1.4514577388763428,399.6
0.1,0.1,0.30000000000000004,0.10686907768249512,260.0
0.1,0.6,0.30000000000000004,0.08696479797363281,277.6
0.1,1.1,0.30000000000000004,0.28722414970397947,268.8
0.1,1.6,0.30000000000000004,0.042685413360595705,280.2
0.1,2.1,0.30000000000000004,0.038895177841186526,257.0
0.1,2.6,0.30000000000000004,0.11380329132080078,286.8
0.1,3.1,0.30000000000000004,0.23226003646850585,276.8
0.1,3.6,0.30000000000000004,0.1938201904296875,288.0
0.1,4.1,0.30000000000000004,0.1920851230621338,282.2
0.1,4.6,0.30000000000000004,0.08247733116149902,277.8
0.1,5.1,0.30000000000000004,0.14312877655029296,277.6
0.1,5.6,0.30000000000000004,0.10043292045593262,288.0
0.1,6.1,0.30000000000000004,0.07819123268127441,275.0
0.1,6.6,0.30000000000000004,0.1080207347869873,272.4
0.1,7.1,0.30000000000000004,0.23195066452026367,285.2
0.1,7.6,0.30000000000000004,0.13632845878601074,287.2
0.1,8.1,0.30000000000000004,0.19248828887939454,257.4
0.1,8.6,0.30000000000000004,0.054058170318603514,260.8
0.1,9.1,0.30000000000000004,0.23747811317443848,278.2
0.1,9.6,0.30000000000000004,0.09492816925048828,284.8
0.6,0.1,0.30000000000000004,0.08058433532714844,276.4
0.6,0.6,0.30000000000000004,0.039500761032104495,270.2
0.6,1.1,0.30000000000000004,0.14960665702819825,267.0
0.6,1.6,0.30000000000000004,0.09805669784545898,280.0
0.6,2.1,0.30000000000000004,0.05505294799804687,290.2
0.6,2.6,0.30000000000000004,0.10631518363952637,274.0
0.6,3.1,0.30000000000000004,0.09953007698059083,285.2
0.6,3.6,0.30000000000000004,0.12718424797058106,269.6
0.6,4.1,0.30000000000000004,0.06261725425720215,279.8
0.6,4.6,0.30000000000000004,0.12083086967468262,279.0
0.6,5.1,0.30000000000000004,0.05106320381164551,280.6
0.6,5.6,0.30000000000000004,0.11649398803710938,282.2
0.6,6.1,0.30000000000000004,0.05286641120910644,284.6
0.6,6.6,0.30000000000000004,0.09785737991333007,286.4
0.6,7.1,0.30000000000000004,0.06389999389648438,290.2
0.6,7.6,0.30000000000000004,0.025614166259765626,272.6
0.6,8.1,0.30000000000000004,0.08058433532714844,276.2
0.6,8.6,0.30000000000000004,0.0755953311920166,279.6
0.6,9.1,0.30000000000000004,0.06682763099670411,283.4
0.6,9.6,0.30000000000000004,0.07490558624267578,280.2
1.1,0.1,0.30000000000000004,0.03809652328491211,278.8
1.1,0.6,0.30000000000000004,0.02503509521484375,263.0
1.1,1.1,0.30000000000000004,0.051064920425415036,284.2
1.1,1.6,0.30000000000000004,0.07221426963806152,279.6
1.1,2.1,0.30000000000000004,0.08756566047668457,293.4
1.1,2.6,0.30000000000000004,0.09992561340332032,275.6
1.1,3.1,0.30000000000000004,0.03861045837402344,278.2
1.1,3.6,0.30000000000000004,0.05953168869018555,276.0
1.1,4.1,0.30000000000000004,0.060102319717407225,268.8
1.1,4.6,0.30000000000000004,0.09915328025817871,284.8
1.1,5.1,0.30000000000000004,0.0530583381652832,279.6
1.1,5.6,0.30000000000000004,0.05504598617553711,289.0
1.1,6.1,0.30000000000000004,0.08113675117492676,280.2
1.1,6.6,0.30000000000000004,0.08318123817443848,290.2
1.1,7.1,0.30000000000000004,0.09945907592773437,270.4
1.1,7.6,0.30000000000000004,0.11989150047302247,286.8
1.1,8.1,0.30000000000000004,0.1359470844268799,282.4
1.1,8.6,0.30000000000000004,0.1469285488128662,277.0
1.1,9.1,0.30000000000000004,0.11334161758422852,286.6
1.1,9.6,0.30000000000000004,0.06802372932434082,280.2
1.6,0.1,0.30000000000000004,0.08267741203308106,285.2
1.6,0.6,0.30000000000000004,0.11529779434204102,287.0
1.6,1.1,0.30000000000000004,0.08915462493896484,271.8
1.6,1.6,0.30000000000000004,0.06256465911865235,277.8
1.6,2.1,0.30000000000000004,0.07372255325317383,288.2
1.6,2.6,0.30000000000000004,0.05445218086242676,285.8
1.6,3.1,0.30000000000000004,0.0380974292755127,270.4
1.6,3.6,0.30000000000000004,0.10421986579895019,281.4
1.6,4.1,0.30000000000000004,0.057440757751464844,276.6
1.6,4.6,0.30000000000000004,0.08539247512817383,290.8
1.6,5.1,0.30000000000000004,0.08378233909606933,287.6
1.6,5.6,0.30000000000000004,0.07240924835205079,291.4
1.6,6.1,0.30000000000000004,0.11330389976501465,287.4
1.6,6.6,0.30000000000000004,0.14700722694396973,277.0
1.6,7.1,0.30000000000000004,0.1486898422241211,289.4
1.6,7.6,0.30000000000000004,0.04409160614013672,286.6
1.6,8.1,0.30000000000000004,0.056535530090332034,272.8
1.6,8.6,0.30000000000000004,0.042781496047973634,271.2
1.6,9.1,0.30000000000000004,0.06303157806396484,267.6
1.6,9.6,0.30000000000000004,0.03809828758239746,269.4
2.1,0.1,0.30000000000000004,0.03430819511413574,278.2
2.1,0.6,0.30000000000000004,0.05385589599609375,292.0
2.1,1.1,0.30000000000000004,0.04747304916381836,286.2
2.1,1.6,0.30000000000000004,0.09305953979492188,281.0
2.1,2.1,0.30000000000000004,0.10429544448852539,285.4
2.1,2.6,0.30000000000000004,0.026128005981445313,284.2
2.1,3.1,0.30000000000000004,0.04668269157409668,287.8
2.1,3.6,0.30000000000000004,0.09614295959472656,274.8
2.1,4.1,0.30000000000000004,0.10952639579772949,280.0
2.1,4.6,0.30000000000000004,0.037307357788085936,286.0
2.1,5.1,0.30000000000000004,0.06223177909851074,266.4
2.1,5.6,0.30000000000000004,0.043291234970092775,282.0
2.1,6.1,0.30000000000000004,0.14491543769836426,291.0
2.1,6.6,0.30000000000000004,0.015759849548339845,281.2
2.1,7.1,0.30000000000000004,0.050819110870361325,269.0
2.1,7.6,0.30000000000000004,0.08738541603088379,280.4
2.1,8.1,0.30000000000000004,0.03730020523071289,273.2
2.1,8.6,0.30000000000000004,0.03850188255310059,283.6
2.1,9.1,0.30000000000000004,0.01841745376586914,265.6
2.1,9.6,0.30000000000000004,0.10433549880981445,271.0
2.6,0.1,0.30000000000000004,0.0892632007598877,283.2
2.6,0.6,0.30000000000000004,0.1255171298980713,274.8
2.6,1.1,0.30000000000000004,0.06750068664550782,276.2
2.6,1.6,0.30000000000000004,0.05485358238220215,283.2
2.6,2.1,0.30000000000000004,0.08537921905517579,282.4
2.6,2.6,0.30000000000000004,0.08318376541137695,291.0
2.6,3.1,0.30000000000000004,0.07254600524902344,289.8
2.6,3.6,0.30000000000000004,0.07121610641479492,275.6
2.6,4.1,0.30000000000000004,0.05923519134521484,283.8
2.6,4.6,0.30000000000000004,0.055664587020874026,284.2
2.6,5.1,0.30000000000000004,0.04468622207641602,283.8
2.6,5.6,0.30000000000000004,0.05087132453918457,273.0
2.6,6.1,0.30000000000000004,0.07340474128723144,275.4
2.6,6.6,0.30000000000000004,0.08059306144714355,283.4
2.6,7.1,0.30000000000000004,0.1254713535308838,277.8
2.6,7.6,0.30000000000000004,0.08569140434265136,288.6
2.6,8.1,0.30000000000000004,0.06347627639770508,280.2
2.6,8.6,0.30000000000000004,0.06845898628234863,281.0
2.6,9.1,0.30000000000000004,0.09215044975280762,270.8
2.6,9.6,0.30000000000000004,0.08986983299255372,284.2
3.1,0.1,0.30000000000000004,0.08267488479614257,292.0
3.1,0.6,0.30000000000000004,0.034708595275878905,289.4
3.1,1.1,0.30000000000000004,0.06283197402954102,285.6
3.1,1.6,0.30000000000000004,0.051462221145629886,295.8
3.1,2.1,0.30000000000000004,0.10065751075744629,292.8
3.1,2.6,0.30000000000000004,0.11211442947387695,285.0
3.1,3.1,0.30000000000000004,0.1158902645111084,277.0
3.1,3.6,0.30000000000000004,0.022101736068725585,293.4
3.1,4.1,0.30000000000000004,0.14872093200683595,294.2
3.1,4.6,0.30000000000000004,0.15232815742492675,295.8
3.1,5.1,0.30000000000000004,0.05327129364013672,275.4
3.1,5.6,0.30000000000000004,0.0590357780456543,286.4
3.1,6.1,0.30000000000000004,0.0636331558227539,287.0
3.1,6.6,0.30000000000000004,0.052067804336547854,285.0
3.1,7.1,0.30000000000000004,0.03648991584777832,292.4
3.1,7.6,0.30000000000000004,0.035458707809448244,280.2
3.1,8.1,0.30000000000000004,0.08878722190856933,284.4
3.1,8.6,0.30000000000000004,0.04688262939453125,284.0
3.1,9.1,0.30000000000000004,0.11760673522949219,287.0
3.1,9.6,0.30000000000000004,0.07360334396362304,273.8
3.6,0.1,0.30000000000000004,0.054760074615478514,287.0
3.6,0.6,0.30000000000000004,0.07175273895263672,286.4
3.6,1.1,0.30000000000000004,0.04099197387695312,291.6
3.6,1.6,0.30000000000000004,0.0834498405456543,292.6
3.6,2.1,0.30000000000000004,0.04767937660217285,290.0
3.6,2.6,0.30000000000000004,0.03231501579284668,289.6
3.6,3.1,0.30000000000000004,0.060630083084106445,280.6
3.6,3.6,0.30000000000000004,0.1032325267791748,291.2
3.6,4.1,0.30000000000000004,0.04919109344482422,288.0
3.6,4.6,0.30000000000000004,0.07060627937316895,282.2
3.6,5.1,0.30000000000000004,0.07460050582885742,277.8
3.6,5.6,0.30000000000000004,0.1192789077758789,274.4
3.6,6.1,0.30000000000000004,0.08993864059448242,281.6
3.6,6.6,0.30000000000000004,0.16116900444030763,293.2
3.6,7.1,0.30000000000000004,0.054555845260620114,285.6
3.6,7.6,0.30000000000000004,0.06327013969421387,284.2
3.6,8.1,0.30000000000000004,0.04640331268310547,283.4
3.6,8.6,0.30000000000000004,0.08465213775634765,279.4
3.6,9.1,0.30000000000000004,0.07320528030395508,286.4
3.6,9.6,0.30000000000000004,0.047476339340209964,289.8
4.1,0.1,0.30000000000000004,0.2118222236633301,291.4
4.1,0.6,0.30000000000000004,0.09630637168884278,284.6
4.1,1.1,0.30000000000000004,0.11353459358215331,284.8
4.1,1.6,0.30000000000000004,0.1297818660736084,284.8
4.1,2.1,0.30000000000000004,0.13748888969421386,289.0
4.1,2.6,0.30000000000000004,0.0881875991821289,291.0
4.1,3.1,0.30000000000000004,0.0406914234161377,289.2
4.1,3.6,0.30000000000000004,0.13763527870178222,284.4
4.1,4.1,0.30000000000000004,0.11700906753540039,293.4
4.1,4.6,0.30000000000000004,0.05545954704284668,296.0
4.1,5.1,0.30000000000000004,0.208587121963501,293.6
4.1,5.6,0.30000000000000004,0.4227301597595215,280.0
4.1,6.1,0.30000000000000004,0.185516881942749,283.0
4.1,6.6,0.30000000000000004,0.14063029289245604,290.0
4.1,7.1,0.30000000000000004,0.11450071334838867,293.8
4.1,7.6,0.30000000000000004,0.038091850280761716,292.4
4.1,8.1,0.30000000000000004,0.1977942943572998,283.4
4.1,8.6,0.30000000000000004,0.12477297782897949,274.2
4.1,9.1,0.30000000000000004,0.162957763671875,293.0
4.1,9.6,0.30000000000000004,0.12885618209838867,277.6
4.6,0.1,0.30000000000000004,0.15084362030029297,291.6
4.6,0.6,0.30000000000000004,0.0994593620300293,292.2
4.6,1.1,0.30000000000000004,0.1954883575439453,289.4
4.6,1.6,0.30000000000000004,0.06010823249816895,290.6
4.6,2.1,0.30000000000000004,0.09396524429321289,284.6
4.6,2.6,0.30000000000000004,0.1709493637084961,286.2
4.6,3.1,0.30000000000000004,0.1263566017150879,291.2
4.6,3.6,0.30000000000000004,0.13184747695922852,286.4
4.6,4.1,0.30000000000000004,0.100944185256958,293.4
4.6,4.6,0.30000000000000004,0.16785612106323242,291.4
4.6,5.1,0.30000000000000004,0.1815319061279297,282.4
4.6,5.6,0.30000000000000004,0.03232002258300781,288.0
4.6,6.1,0.30000000000000004,0.17588281631469727,276.2
4.6,6.6,0.30000000000000004,0.08956551551818848,282.2
4.6,7.1,0.30000000000000004,0.12266597747802735,277.0
4.6,7.6,0.30000000000000004,0.32437562942504883,271.0
4.6,8.1,0.30000000000000004,0.05815286636352539,286.6
4.6,8.6,0.30000000000000004,0.11769680976867676,290.8
4.6,9.1,0.30000000000000004,0.08047013282775879,280.4
4.6,9.6,0.30000000000000004,0.1409386157989502,288.6
5.1,0.1,0.30000000000000004,0.15807247161865234,286.4
5.1,0.6,0.30000000000000004,0.1000436782836914,286.4
5.1,1.1,0.30000000000000004,0.09162955284118653,293.8
5.1,1.6,0.30000000000000004,0.144818115234375,292.0
5.1,2.1,0.30000000000000004,0.20147552490234374,279.8
5.1,2.6,0.30000000000000004,0.23220319747924806,284.6
5.1,3.1,0.30000000000000004,0.17809619903564453,290.2
5.1,3.6,0.30000000000000004,0.10733990669250489,292.6
5.1,4.1,0.30000000000000004,0.1156951904296875,290.8
5.1,4.6,0.30000000000000004,0.19546265602111818,284.8
5.1,5.1,0.30000000000000004,0.14508280754089356,285.8
5.1,5.6,0.30000000000000004,0.1836833953857422,298.4
5.1,6.1,0.30000000000000004,0.10715155601501465,291.0
5.1,6.6,0.30000000000000004,0.20307164192199706,284.4
5.1,7.1,0.30000000000000004,0.08199963569641114,285.2
5.1,7.6,0.30000000000000004,0.5197935104370117,284.8
5.1,8.1,0.30000000000000004,0.28283157348632815,280.0
5.1,8.6,0.30000000000000004,0.301068115234375,294.2
5.1,9.1,0.30000000000000004,0.060355329513549806,279.0
5.1,9.6,0.30000000000000004,0.18759689331054688,294.6
5.6,0.1,0.30000000000000004,0.08995394706726074,282.8
5.6,0.6,0.30000000000000004,0.27927231788635254,289.2
5.6,1.1,0.30000000000000004,0.1408376693725586,291.6
5.6,1.6,0.30000000000000004,0.24033989906311035,290.0
5.6,2.1,0.30000000000000004,0.15194425582885743,288.8
5.6,2.6,0.30000000000000004,0.21922459602355956,291.4
5.6,3.1,0.30000000000000004,0.3733991146087646,284.2
5.6,3.6,0.30000000000000004,0.2677938461303711,286.2
5.6,4.1,0.30000000000000004,0.1611036777496338,288.6
5.6,4.6,0.30000000000000004,0.20009064674377441,288.0
5.6,5.1,0.30000000000000004,0.19259428977966309,285.0
5.6,5.6,0.30000000000000004,0.339917516708374,274.8
5.6,6.1,0.30000000000000004,0.10371608734130859,287.4
5.6,6.6,0.30000000000000004,0.15299878120422364,283.8
5.6,7.1,0.30000000000000004,0.4726089000701904,317.2
5.6,7.6,0.30000000000000004,0.22216391563415527,289.2
5.6,8.1,0.30000000000000004,0.17050204277038575,283.4
5.6,8.6,0.30000000000000004,0.04448137283325195,292.8
5.6,9.1,0.30000000000000004,1.0233924388885498,361.2
5.6,9.6,0.30000000000000004,0.5825706958770752,292.6
6.1,0.1,0.30000000000000004,0.26375207901000974,286.4
6.1,0.6,0.30000000000000004,0.23596324920654296,291.6
6.1,1.1,0.30000000000000004,0.25027055740356446,289.4
6.1,1.6,0.30000000000000004,0.18249959945678712,291.6
6.1,2.1,0.30000000000000004,0.18593134880065917,291.8
6.1,2.6,0.30000000000000004,0.6043625354766846,288.6
6.1,3.1,0.30000000000000004,0.27495923042297366,289.6
6.1,3.6,0.30000000000000004,0.28237214088439944,281.6
6.1,4.1,0.30000000000000004,0.19620909690856933,277.8
6.1,4.6,0.30000000000000004,0.3173683643341064,289.8
6.1,5.1,0.30000000000000004,0.12599968910217285,292.0
6.1,5.6,0.30000000000000004,0.13700804710388184,284.6
6.1,6.1,0.30000000000000004,0.1757631778717041,295.4
6.1,6.6,0.30000000000000004,0.10052337646484374,290.2
6.1,7.1,0.30000000000000004,0.3935685157775879,289.6
6.1,7.6,0.30000000000000004,0.509563684463501,320.4
6.1,8.1,0.30000000000000004,0.08748426437377929,290.0
6.1,8.6,0.30000000000000004,0.46770563125610354,317.0
6.1,9.1,0.30000000000000004,0.0215482234954834,291.6
6.1,9.6,0.30000000000000004,0.7145462512969971,319.4
6.6,0.1,0.30000000000000004,0.31177315711975095,291.8
6.6,0.6,0.30000000000000004,0.30863370895385744,295.8
6.6,1.1,0.30000000000000004,0.3779895305633545,295.6
6.6,1.6,0.30000000000000004,0.3922173023223877,293.8
6.6,2.1,0.30000000000000004,0.23793478012084962,291.2
