alfa,beta,po,time,distance
6.6,2.6,0.30000000000000004,0.17418951988220216,289.8
6.6,3.1,0.30000000000000004,0.33504562377929686,289.4
6.6,3.6,0.30000000000000004,0.1993252754211426,286.4
6.6,4.1,0.30000000000000004,0.24614205360412597,292.0
6.6,4.6,0.30000000000000004,0.6072418212890625,293.0
6.6,5.1,0.30000000000000004,0.3509427547454834,277.8
6.6,5.6,0.30000000000000004,0.3829838752746582,294.2
6.6,6.1,0.30000000000000004,0.37979650497436523,289.6
6.6,6.6,0.30000000000000004,0.17951493263244628,295.0
6.6,7.1,0.30000000000000004,0.8845862865447998,304.0
6.6,7.6,0.30000000000000004,0.23240814208984376,286.0
6.6,8.1,0.30000000000000004,0.5937035083770752,347.6
6.6,8.6,0.30000000000000004,0.054989290237426755,290.2
6.6,9.1,0.30000000000000004,0.0969111442565918,285.8
6.6,9.6,0.30000000000000004,0.07520456314086914,295.4
7.1,0.1,0.30000000000000004,0.24813127517700195,293.4
7.1,0.6,0.30000000000000004,0.6947790145874023,290.2
7.1,1.1,0.30000000000000004,0.18309454917907714,282.6
7.1,1.6,0.30000000000000004,0.3727458953857422,291.8
7.1,2.1,0.30000000000000004,0.17814455032348633,274.4
7.1,2.6,0.30000000000000004,0.6951357841491699,316.2
7.1,3.1,0.30000000000000004,1.0522698402404784,322.8
7.1,3.6,0.30000000000000004,0.5480807304382325,282.8
7.1,4.1,0.30000000000000004,0.3599686145782471,284.0
7.1,4.6,0.30000000000000004,0.5547117233276367,288.4
7.1,5.1,0.30000000000000004,0.30734777450561523,291.8
7.1,5.6,0.30000000000000004,0.5678845882415772,285.2
7.1,6.1,0.30000000000000004,0.8087117671966553,335.8
7.1,6.6,0.30000000000000004,0.3031095027923584,293.8
7.1,7.1,0.30000000000000004,0.8685882091522217,344.0
7.1,7.6,0.30000000000000004,0.6344077587127686,289.8
7.1,8.1,0.30000000000000004,0.2104574203491211,289.4
7.1,8.6,0.30000000000000004,0.4498011112213135,294.0
7.1,9.1,0.30000000000000004,0.8966579437255859,286.6
7.1,9.6,0.30000000000000004,0.12166843414306641,287.4
7.6,0.1,0.30000000000000004,0.4367665767669678,291.6
7.6,0.6,0.30000000000000004,0.20365557670593262,293.4
7.6,1.1,0.30000000000000004,0.426118803024292,295.6
7.6,1.6,0.30000000000000004,0.7052028179168701,291.4
7.6,2.1,0.30000000000000004,0.48331513404846194,291.6
7.6,2.6,0.30000000000000004,0.8295411109924317,315.2
7.6,3.1,0.30000000000000004,0.6555014610290527,291.8
7.6,3.6,0.30000000000000004,0.4693418025970459,290.0
7.6,4.1,0.30000000000000004,0.6759151935577392,290.0
7.6,4.6,0.30000000000000004,0.7964487552642823,290.0
7.6,5.1,0.30000000000000004,0.8149033546447754,306.4
7.6,5.6,0.30000000000000004,0.791684627532959,292.6
7.6,6.1,0.30000000000000004,0.5252540111541748,291.0
7.6,6.6,0.30000000000000004,0.586447286605835,296.0
7.6,7.1,0.30000000000000004,0.5057218551635743,292.0
7.6,7.6,0.30000000000000004,0.5361038208007812,290.0
7.6,8.1,0.30000000000000004,0.19153342247009278,292.6
7.6,8.6,0.30000000000000004,0.9797760009765625,350.6
7.6,9.1,0.30000000000000004,1.0656692504882812,364.4
7.6,9.6,0.30000000000000004,0.8719031333923339,326.2
8.1,0.1,0.30000000000000004,0.24244952201843262,279.8
8.1,0.6,0.30000000000000004,0.14221901893615724,283.6
8.1,1.1,0.30000000000000004,0.3671696662902832,291.4
8.1,1.6,0.30000000000000004,0.375948429107666,290.4
8.1,2.1,0.30000000000000004,0.5513941287994385,291.2
8.1,2.6,0.30000000000000004,0.494058895111084,286.6
8.1,3.1,0.30000000000000004,1.1077773094177246,321.0
8.1,3.6,0.30000000000000004,0.4307422161102295,282.6
8.1,4.1,0.30000000000000004,0.2788418769836426,283.0
8.1,4.6,0.30000000000000004,0.6558875560760498,283.0
8.1,5.1,0.30000000000000004,1.0869905471801757,283.2
8.1,5.6,0.30000000000000004,0.6437617778778076,317.2
8.1,6.1,0.30000000000000004,0.5211047172546387,290.4
8.1,6.6,0.30000000000000004,0.7450992107391358,288.2
8.1,7.1,0.30000000000000004,1.0476978778839112,326.0
8.1,7.6,0.30000000000000004,0.33244805335998534,279.6
8.1,8.1,0.30000000000000004,0.683421516418457,294.0
8.1,8.6,0.30000000000000004,0.8662646293640137,317.4
8.1,9.1,0.30000000000000004,0.4935004234313965,289.6
8.1,9.6,0.30000000000000004,0.9241268634796143,306.6
8.6,0.1,0.30000000000000004,0.8830772399902344,315.2
8.6,0.6,0.30000000000000004,1.1522951602935791,293.6
8.6,1.1,0.30000000000000004,0.9466207027435303,293.6
8.6,1.6,0.30000000000000004,0.9829558849334716,304.8
8.6,2.1,0.30000000000000004,0.8847428321838379,320.8
8.6,2.6,0.30000000000000004,1.1113994598388672,320.2
8.6,3.1,0.30000000000000004,0.8060962200164795,291.4
8.6,3.6,0.30000000000000004,1.2731301307678222,290.0
8.6,4.1,0.30000000000000004,0.37145185470581055,291.8
8.6,4.6,0.30000000000000004,1.1811272621154785,323.6
8.6,5.1,0.30000000000000004,1.5223761081695557,336.2
8.6,5.6,0.30000000000000004,0.7211961269378662,315.8
8.6,6.1,0.30000000000000004,0.84327073097229,306.0
8.6,6.6,0.30000000000000004,1.1715768337249757,306.0
8.6,7.1,0.30000000000000004,0.882310152053833,312.2
8.6,7.6,0.30000000000000004,1.32810320854187,314.8
8.6,8.1,0.30000000000000004,1.0100176334381104,290.0
8.6,8.6,0.30000000000000004,1.3411758899688722,349.8
8.6,9.1,0.30000000000000004,0.574918270111084,292.0
8.6,9.6,0.30000000000000004,0.7078673362731933,320.6
9.1,0.1,0.30000000000000004,0.6224228382110596,295.8
9.1,0.6,0.30000000000000004,1.145893383026123,331.8
9.1,1.1,0.30000000000000004,0.9752207279205323,334.4
9.1,1.6,0.30000000000000004,1.3364261150360108,289.8
9.1,2.1,0.30000000000000004,0.9975885391235352,326.8
9.1,2.6,0.30000000000000004,0.9383100509643555,324.6
9.1,3.1,0.30000000000000004,1.3849987030029296,329.6
9.1,3.6,0.30000000000000004,1.2651611804962157,352.2
9.1,4.1,0.30000000000000004,1.2827368259429932,332.6
9.1,4.6,0.30000000000000004,1.5737146854400634,356.4
9.1,5.1,0.30000000000000004,1.6901076316833497,348.6
9.1,5.6,0.30000000000000004,0.283450984954834,296.0
9.1,6.1,0.30000000000000004,1.289334774017334,357.6
9.1,6.6,0.30000000000000004,0.9708975315093994,301.2
9.1,7.1,0.30000000000000004,1.3150456428527832,351.4
9.1,7.6,0.30000000000000004,1.2331456184387206,324.0
9.1,8.1,0.30000000000000004,1.0680651187896728,290.0
9.1,8.6,0.30000000000000004,1.3831516265869142,321.2
9.1,9.1,0.30000000000000004,1.1726469039916991,340.6
9.1,9.6,0.30000000000000004,1.5908514499664306,340.6
9.6,0.1,0.30000000000000004,1.4763187408447265,333.2
9.6,0.6,0.30000000000000004,1.0872358322143554,315.2
9.6,1.1,0.30000000000000004,1.2228436470031738,365.8
9.6,1.6,0.30000000000000004,1.2451257228851318,327.2
9.6,2.1,0.30000000000000004,1.5902188301086426,338.4
9.6,2.6,0.30000000000000004,0.6714932441711425,309.2
9.6,3.1,0.30000000000000004,1.3874216079711914,335.6
9.6,3.6,0.30000000000000004,1.569106435775757,364.4
9.6,4.1,0.30000000000000004,1.9419262886047364,367.2
9.6,4.6,0.30000000000000004,1.365005111694336,326.8
9.6,5.1,0.30000000000000004,0.7404844760894775,321.0
9.6,5.6,0.30000000000000004,0.9605358600616455,349.2
9.6,6.1,0.30000000000000004,1.1948853969573974,339.4
9.6,6.6,0.30000000000000004,1.1816157341003417,333.0
9.6,7.1,0.30000000000000004,1.7551046848297118,355.2
9.6,7.6,0.30000000000000004,1.511500930786133,306.4
9.6,8.1,0.30000000000000004,1.2986783504486084,338.0
9.6,8.6,0.30000000000000004,1.3860011100769043,326.8
9.6,9.1,0.30000000000000004,1.325681209564209,333.0
9.6,9.6,0.30000000000000004,1.5681662559509277,347.4
0.1,0.1,0.4,0.1428295612335205,286.4
0.1,0.6,0.4,0.06563200950622558,277.6
0.1,1.1,0.4,0.11907372474670411,272.8
0.1,1.6,0.4,0.04049830436706543,284.0
0.1,2.1,0.4,0.2736375331878662,282.2
0.1,2.6,0.4,0.10339517593383789,285.8
0.1,3.1,0.4,0.1380166530609131,273.6
0.1,3.6,0.4,0.20719847679138184,288.6
0.1,4.1,0.4,0.1292487144470215,246.4
0.1,4.6,0.4,0.19528546333312988,280.6
0.1,5.1,0.4,0.0745995044708252,273.8
0.1,5.6,0.4,0.14400887489318848,276.8
0.1,6.1,0.4,0.05864925384521484,281.4
0.1,6.6,0.4,0.09474673271179199,264.0
0.1,7.1,0.4,0.15261693000793458,264.8
0.1,7.6,0.4,0.12097549438476562,257.8
0.1,8.1,0.4,0.12381582260131836,273.4
0.1,8.6,0.4,0.07978672981262207,284.2
0.1,9.1,0.4,0.14020352363586425,286.0
0.1,9.6,0.4,0.11885466575622558,278.6
0.6,0.1,0.4,0.04507322311401367,280.0
0.6,0.6,0.4,0.05485382080078125,285.4
0.6,1.1,0.4,0.09444003105163574,271.0
0.6,1.6,0.4,0.1603774070739746,285.6
0.6,2.1,0.4,0.061635065078735354,274.0
0.6,2.6,0.4,0.05745124816894531,289.8
0.6,3.1,0.4,0.06954622268676758,277.4
0.6,3.6,0.4,0.0870964527130127,276.6
0.6,4.1,0.4,0.08803782463073731,268.8
0.6,4.6,0.4,0.10152883529663086,286.4
0.6,5.1,0.4,0.07739615440368652,290.0
0.6,5.6,0.4,0.07640204429626465,288.4
0.6,6.1,0.4,0.04419078826904297,282.4
0.6,6.6,0.4,0.036908626556396484,280.8
0.6,7.1,0.4,0.1235572338104248,263.0
0.6,7.6,0.4,0.07200107574462891,267.4
0.6,8.1,0.4,0.14991674423217774,276.6
0.6,8.6,0.4,0.10430083274841309,281.8
0.6,9.1,0.4,0.07221884727478027,270.8
0.6,9.6,0.4,0.08606524467468261,276.2
1.1,0.1,0.4,0.03660597801208496,283.2
1.1,0.6,0.4,0.09455513954162598,269.8
1.1,1.1,0.4,0.0657383918762207,290.8
1.1,1.6,0.4,0.08750367164611816,287.6
1.1,2.1,0.4,0.04025111198425293,280.2
1.1,2.6,0.4,0.06468701362609863,270.6
1.1,3.1,0.4,0.0646270751953125,275.8
1.1,3.6,0.4,0.036704492568969724,294.8
1.1,4.1,0.4,0.04048933982849121,277.8
1.1,4.6,0.4,0.06436209678649903,244.8
1.1,5.1,0.4,0.05152263641357422,276.0
1.1,5.6,0.4,0.0673935890197754,261.4
1.1,6.1,0.4,0.04680490493774414,286.6
1.1,6.6,0.4,0.06762566566467285,289.0
1.1,7.1,0.4,0.06695499420166015,279.4
1.1,7.6,0.4,0.21144871711730956,282.4
1.1,8.1,0.4,0.061646890640258786,286.0
1.1,8.6,0.4,0.0592348575592041,281.4
1.1,9.1,0.4,0.060056209564208984,276.0
1.1,9.6,0.4,0.08241968154907227,282.6
1.6,0.1,0.4,0.06581974029541016,272.8
1.6,0.6,0.4,0.05823769569396973,274.6
1.6,1.1,0.4,0.05406203269958496,274.4
1.6,1.6,0.4,0.043585586547851565,257.8
1.6,2.1,0.4,0.0499720573425293,285.0
1.6,2.6,0.4,0.05998806953430176,276.6
1.6,3.1,0.4,0.04988713264465332,280.8
1.6,3.6,0.4,0.09685335159301758,268.0
1.6,4.1,0.4,0.027730655670166016,278.2
1.6,4.6,0.4,0.0420687198638916,279.4
1.6,5.1,0.4,0.046833229064941403,288.8
1.6,5.6,0.4,0.08923330307006835,278.2
1.6,6.1,0.4,0.03311161994934082,278.0
1.6,6.6,0.4,0.062033891677856445,284.4
1.6,7.1,0.4,0.05744137763977051,287.6
1.6,7.6,0.4,0.10864062309265136,280.4
1.6,8.1,0.4,0.07720046043395996,283.4
1.6,8.6,0.4,0.053763818740844724,274.2
1.6,9.1,0.4,0.03690781593322754,288.0
1.6,9.6,0.4,0.1059157371520996,272.0
2.1,0.1,0.4,0.05507426261901856,277.0
2.1,0.6,0.4,0.13718481063842775,284.6
2.1,1.1,0.4,0.07970881462097168,279.4
2.1,1.6,0.4,0.1043513298034668,282.2
2.1,2.1,0.4,0.052658700942993165,285.8
2.1,2.6,0.4,0.06124281883239746,280.6
2.1,3.1,0.4,0.05245518684387207,282.8
2.1,3.6,0.4,0.0918846607208252,291.8
2.1,4.1,0.4,0.1279632568359375,289.2
2.1,4.6,0.4,0.06443305015563965,271.6
2.1,5.1,0.4,0.08971872329711914,288.4
2.1,5.6,0.4,0.0548607349395752,282.8
2.1,6.1,0.4,0.11748600006103516,288.6
2.1,6.6,0.4,0.10093178749084472,280.0
2.1,7.1,0.4,0.11394052505493164,276.6
2.1,7.6,0.4,0.04109001159667969,279.8
2.1,8.1,0.4,0.06562652587890624,274.8
2.1,8.6,0.4,0.07623081207275391,290.0
2.1,9.1,0.4,0.04408936500549317,275.6
2.1,9.6,0.4,0.056752920150756836,282.6
2.6,0.1,0.4,0.062052440643310544,280.6
2.6,0.6,0.4,0.024433279037475587,276.6
2.6,1.1,0.4,0.060140562057495114,282.8
2.6,1.6,0.4,0.039106130599975586,286.2
2.6,2.1,0.4,0.05504088401794434,287.6
2.6,2.6,0.4,0.027127170562744142,285.0
2.6,3.1,0.4,0.07330732345581055,286.8
2.6,3.6,0.4,0.07192916870117187,278.2
2.6,4.1,0.4,0.07253384590148926,285.6
2.6,4.6,0.4,0.09460945129394531,274.2
2.6,5.1,0.4,0.03810243606567383,285.8
2.6,5.6,0.4,0.1109095573425293,292.2
2.6,6.1,0.4,0.043871498107910155,286.6
2.6,6.6,0.4,0.05904865264892578,287.8
2.6,7.1,0.4,0.15878791809082032,293.2
2.6,7.6,0.4,0.04982924461364746,280.8
2.6,8.1,0.4,0.0446742057800293,274.4
2.6,8.6,0.4,0.05345706939697266,282.4
2.6,9.1,0.4,0.06762714385986328,281.0
2.6,9.6,0.4,0.14750185012817382,278.8
3.1,0.1,0.4,0.0899660587310791,283.4
3.1,0.6,0.4,0.07938823699951172,289.6
3.1,1.1,0.4,0.07859683036804199,290.0
3.1,1.6,0.4,0.03351039886474609,291.0
3.1,2.1,0.4,0.03969464302062988,286.2
3.1,2.6,0.4,0.05325007438659668,292.0
3.1,3.1,0.4,0.11390323638916015,281.0
3.1,3.6,0.4,0.06206369400024414,283.6
3.1,4.1,0.4,0.025168418884277344,275.2
3.1,4.6,0.4,0.09834198951721192,292.2
3.1,5.1,0.4,0.10779695510864258,277.0
3.1,5.6,0.4,0.07659540176391602,283.2
3.1,6.1,0.4,0.09674115180969238,284.8
3.1,6.6,0.4,0.04707341194152832,284.8
3.1,7.1,0.4,0.026329517364501953,288.6
3.1,7.6,0.4,0.1074516773223877,278.4
3.1,8.1,0.4,0.05932440757751465,286.0
3.1,8.6,0.4,0.07930145263671876,283.4
3.1,9.1,0.4,0.13065080642700194,293.8
3.1,9.6,0.4,0.06829938888549805,275.4
3.6,0.1,0.4,0.06869592666625976,290.4
3.6,0.6,0.4,0.05772314071655273,284.2
3.6,1.1,0.4,0.04906902313232422,282.6
3.6,1.6,0.4,0.12336974143981934,288.0
3.6,2.1,0.4,0.07799592018127441,288.2
3.6,2.6,0.4,0.13306026458740233,292.2
3.6,3.1,0.4,0.09475059509277343,293.6
3.6,3.6,0.4,0.04268598556518555,283.8
3.6,4.1,0.4,0.023137903213500975,278.0
3.6,4.6,0.4,0.07670965194702148,295.0
3.6,5.1,0.4,0.09595155715942383,287.0
3.6,5.6,0.4,0.16705236434936524,286.0
3.6,6.1,0.4,0.08599615097045898,281.0
3.6,6.6,0.4,0.07507863044738769,282.2
3.6,7.1,0.4,0.18356151580810548,269.4
3.6,7.6,0.4,0.03968710899353027,277.2
3.6,8.1,0.4,0.05146880149841308,281.0
3.6,8.6,0.4,0.10640501976013184,278.2
3.6,9.1,0.4,0.11752305030822754,276.4
3.6,9.6,0.4,0.11619129180908203,280.0
4.1,0.1,0.4,0.10555295944213867,291.8
4.1,0.6,0.4,0.16782741546630858,288.4
4.1,1.1,0.4,0.021935272216796874,288.0
4.1,1.6,0.4,0.06942200660705566,286.2
4.1,2.1,0.4,0.10870175361633301,277.8
4.1,2.6,0.4,0.13933753967285156,286.4
4.1,3.1,0.4,0.0843740463256836,291.0
4.1,3.6,0.4,0.08578634262084961,290.8
4.1,4.1,0.4,0.11341605186462403,285.0
4.1,4.6,0.4,0.04986562728881836,285.4
4.1,5.1,0.4,0.06702327728271484,278.0
4.1,5.6,0.4,0.08571910858154297,285.0
4.1,6.1,0.4,0.06141958236694336,278.8
4.1,6.6,0.4,0.22047886848449708,299.0
4.1,7.1,0.4,0.08617615699768066,283.0
4.1,7.6,0.4,0.1401461124420166,288.2
4.1,8.1,0.4,0.09654178619384765,286.6
4.1,8.6,0.4,0.12279739379882812,289.0
4.1,9.1,0.4,0.1253690242767334,280.8
4.1,9.6,0.4,0.14971675872802734,285.8
4.6,0.1,0.4,0.13335108757019043,291.4
4.6,0.6,0.4,0.1170867919921875,287.0
4.6,1.1,0.4,0.1678720474243164,293.6
4.6,1.6,0.4,0.14082326889038085,291.4
4.6,2.1,0.4,0.16088261604309081,283.0
4.6,2.6,0.4,0.10274543762207031,285.0
4.6,3.1,0.4,0.11947412490844726,288.0
4.6,3.6,0.4,0.08943920135498047,292.4
4.6,4.1,0.4,0.12651257514953612,280.0
4.6,4.6,0.4,0.1599731922149658,290.2
4.6,5.1,0.4,0.1704507827758789,291.0
4.6,5.6,0.4,0.21323781013488768,281.4
4.6,6.1,0.4,0.14381203651428223,284.8
4.6,6.6,0.4,0.07546916007995605,284.8
4.6,7.1,0.4,0.08688530921936036,291.0
4.6,7.6,0.4,0.33559308052062986,289.0
4.6,8.1,0.4,0.6898906707763672,297.2
4.6,8.6,0.4,0.02952885627746582,286.0
4.6,9.1,0.4,0.07380290031433105,280.4
4.6,9.6,0.4,0.1604307174682617,288.6
5.1,0.1,0.4,0.29029245376586915,292.4
5.1,0.6,0.4,0.21632804870605468,286.8
5.1,1.1,0.4,0.13444142341613768,291.4
5.1,1.6,0.4,0.07301173210144044,290.0
5.1,2.1,0.4,0.12442531585693359,289.4
5.1,2.6,0.4,0.12012848854064942,280.0
5.1,3.1,0.4,0.08813605308532715,288.8
5.1,3.6,0.4,0.1645556926727295,289.8
5.1,4.1,0.4,0.10583696365356446,290.2
5.1,4.6,0.4,0.18944211006164552,287.4
5.1,5.1,0.4,0.1401949405670166,288.2
5.1,5.6,0.4,0.2670642375946045,282.0
5.1,6.1,0.4,0.18421635627746583,291.4
5.1,6.6,0.4,0.026525306701660156,289.8
5.1,7.1,0.4,0.15558381080627443,279.8
5.1,7.6,0.4,0.333390998840332,284.6
5.1,8.1,0.4,0.6416540145874023,321.8
5.1,8.6,0.4,0.4926916599273682,339.8
5.1,9.1,0.4,0.33045544624328616,282.2
5.1,9.6,0.4,0.33948721885681155,288.4
5.6,0.1,0.4,0.12737646102905273,291.4
5.6,0.6,0.4,0.11698474884033203,295.6
5.6,1.1,0.4,0.21637892723083496,296.0
5.6,1.6,0.4,0.11938319206237794,282.6
5.6,2.1,0.4,0.2938246250152588,285.2
5.6,2.6,0.4,0.2728617191314697,291.4
5.6,3.1,0.4,0.187264347076416,288.6
5.6,3.6,0.4,0.34348692893981936,276.4
5.6,4.1,0.4,0.11437888145446777,289.6
5.6,4.6,0.4,0.29910950660705565,281.4
5.6,5.1,0.4,0.2642463207244873,290.2
5.6,5.6,0.4,0.21814227104187012,290.2
5.6,6.1,0.4,0.5076373100280762,291.0
5.6,6.6,0.4,0.22599506378173828,283.0
5.6,7.1,0.4,0.09011616706848144,284.4
5.6,7.6,0.4,0.43648877143859866,290.0
5.6,8.1,0.4,0.19647254943847656,272.6
5.6,8.6,0.4,0.41087961196899414,284.0
5.6,9.1,0.4,0.8470768928527832,385.8
5.6,9.6,0.4,0.11998419761657715,291.0
6.1,0.1,0.4,0.14481921195983888,290.6
6.1,0.6,0.4,0.19288396835327148,289.2
6.1,1.1,0.4,0.141621732711792,289.6
6.1,1.6,0.4,0.313704252243042,289.2
6.1,2.1,0.4,0.28941879272460935,289.4
6.1,2.6,0.4,0.23691778182983397,291.8
6.1,3.1,0.4,0.4518870830535889,291.4
6.1,3.6,0.4,0.2493588924407959,291.4
6.1,4.1,0.4,0.2458178997039795,289.6
6.1,4.6,0.4,0.3438549041748047,283.0
6.1,5.1,0.4,0.2772655010223389,284.4
6.1,5.6,0.4,0.28418521881103515,290.2
6.1,6.1,0.4,0.4110880374908447,286.6
6.1,6.6,0.4,0.10691399574279785,288.2
6.1,7.1,0.4,0.5276521682739258,328.6
6.1,7.6,0.4,0.18643088340759278,284.6
6.1,8.1,0.4,0.3909903049468994,290.4
6.1,8.6,0.4,0.1298527240753174,290.6
6.1,9.1,0.4,0.1017580509185791,290.4
6.1,9.6,0.4,0.10136556625366211,291.2
6.6,0.1,0.4,0.39476213455200193,293.6
6.6,0.6,0.4,0.44985103607177734,293.4
6.6,1.1,0.4,0.13903121948242186,289.6
6.6,1.6,0.4,0.27047057151794435,295.6
6.6,2.1,0.4,0.2834564208984375,295.8
6.6,2.6,0.4,0.7986220836639404,291.2
6.6,3.1,0.4,0.33443007469177244,286.6
6.6,3.6,0.4,0.2402210235595703,295.8
6.6,4.1,0.4,0.24673619270324706,284.4
6.6,4.6,0.4,0.5173537254333496,291.8
6.6,5.1,0.4,0.31333270072937014,291.4
6.6,5.6,0.4,0.2965567111968994,290.0
6.6,6.1,0.4,0.4129309177398682,287.0
6.6,6.6,0.4,0.4423250675201416,286.6
6.6,7.1,0.4,0.6115054130554199,289.6
6.6,7.6,0.4,0.6428604602813721,320.6
6.6,8.1,0.4,0.5733788490295411,313.6
6.6,8.6,0.4,0.22814469337463378,292.0
6.6,9.1,0.4,0.668015432357788,316.8
6.6,9.6,0.4,0.34090523719787597,289.8
7.1,0.1,0.4,0.33486623764038087,288.6
7.1,0.6,0.4,0.3176931858062744,291.8
7.1,1.1,0.4,0.36166558265686033,289.8
7.1,1.6,0.4,0.18190765380859375,288.4
7.1,2.1,0.4,0.2076791286468506,286.6
7.1,2.6,0.4,0.42456846237182616,281.4
7.1,3.1,0.4,0.7115864276885986,302.0
7.1,3.6,0.4,0.6035647869110108,291.8
7.1,4.1,0.4,0.34348387718200685,286.6
7.1,4.6,0.4,0.35323152542114256,286.4
7.1,5.1,0.4,0.4940794944763184,292.0
7.1,5.6,0.4,0.5440256595611572,283.2
7.1,6.1,0.4,0.32389655113220217,288.2
7.1,6.6,0.4,0.663782787322998,294.0
7.1,7.1,0.4,0.3279569149017334,284.8
7.1,7.6,0.4,0.1576233386993408,276.4
7.1,8.1,0.4,0.5706186294555664,337.8
7.1,8.6,0.4,0.5666003227233887,293.0
7.1,9.1,0.4,0.4094123363494873,289.6
7.1,9.6,0.4,0.09134817123413086,291.0
7.6,0.1,0.4,0.5054080009460449,291.8
7.6,0.6,0.4,0.5972940444946289,293.6
7.6,1.1,0.4,0.551757526397705,289.4
7.6,1.6,0.4,0.5945196151733398,293.8
7.6,2.1,0.4,0.8822007179260254,312.8
7.6,2.6,0.4,0.43862166404724123,289.6
7.6,3.1,0.4,0.5682341575622558,293.8
7.6,3.6,0.4,0.7510592937469482,295.8
7.6,4.1,0.4,1.1569583892822266,291.8
7.6,4.6,0.4,0.8764336109161377,291.8
7.6,5.1,0.4,0.5303689956665039,290.6
7.6,5.6,0.4,0.33672399520874025,293.8
7.6,6.1,0.4,0.25322661399841306,290.0
7.6,6.6,0.4,0.9243842601776123,317.6
7.6,7.1,0.4,0.4161816596984863,292.0
7.6,7.6,0.4,1.2921461582183837,332.8
7.6,8.1,0.4,0.8119860649108886,310.0
7.6,8.6,0.4,0.43675885200500486,289.8
7.6,9.1,0.4,0.6534367561340332,293.6
7.6,9.6,0.4,0.4756424903869629,292.2
8.1,0.1,0.4,0.22598729133605958,289.8
8.1,0.6,0.4,0.30993022918701174,286.4
8.1,1.1,0.4,0.47387046813964845,282.0
8.1,1.6,0.4,0.42124290466308595,284.8
8.1,2.1,0.4,0.6231931209564209,291.2
8.1,2.6,0.4,0.3940235137939453,284.6
8.1,3.1,0.4,0.6952629089355469,276.2
8.1,3.6,0.4,0.3066710472106934,282.8
8.1,4.1,0.4,0.4145986080169678,286.2
8.1,4.6,0.4,0.3043231010437012,289.6
8.1,5.1,0.4,0.27474393844604494,293.0
8.1,5.6,0.4,0.9775789260864258,284.8
8.1,6.1,0.4,0.6585144519805908,277.8
8.1,6.6,0.4,0.6230387210845947,323.0
8.1,7.1,0.4,0.6847805976867676,319.6
8.1,7.6,0.4,0.17098822593688964,288.2
8.1,8.1,0.4,0.8682470798492432,324.4
8.1,8.6,0.4,1.2262967586517335,321.0
8.1,9.1,0.4,0.7390681743621826,305.2
8.1,9.6,0.4,1.2117666244506835,344.2
8.6,0.1,0.4,0.16425790786743164,291.6
8.6,0.6,0.4,0.6488588333129883,289.8
8.6,1.1,0.4,1.2227787017822265,379.6
8.6,1.6,0.4,0.5571408748626709,291.4
8.6,2.1,0.4,1.2775029182434081,289.2
8.6,2.6,0.4,1.1836582183837892,328.8
8.6,3.1,0.4,1.3397166728973389,318.8
8.6,3.6,0.4,0.8649627208709717,308.4
8.6,4.1,0.4,1.1437023162841797,335.4
8.6,4.6,0.4,1.3064176082611083,324.0
8.6,5.1,0.4,0.805259895324707,291.8
8.6,5.6,0.4,1.5649638175964355,347.6
8.6,6.1,0.4,1.0666835308074951,323.0
8.6,6.6,0.4,1.0666672229766845,326.6
8.6,7.1,0.4,0.6669709205627441,290.0
8.6,7.6,0.4,1.1869943141937256,301.2
8.6,8.1,0.4,1.3234101295471192,332.8
8.6,8.6,0.4,0.9725146293640137,290.0
8.6,9.1,0.4,1.2014748573303222,324.4
8.6,9.6,0.4,0.6206092834472656,295.2
9.1,0.1,0.4,0.9403539180755616,291.4
9.1,0.6,0.4,1.0467409133911132,324.0
9.1,1.1,0.4,1.1857678890228271,380.6
9.1,1.6,0.4,0.9815830707550048,334.4
9.1,2.1,0.4,1.476196002960205,361.0
9.1,2.6,0.4,1.1960384845733643,335.0
9.1,3.1,0.4,1.242864227294922,361.0
9.1,3.6,0.4,1.6961381912231446,380.2
9.1,4.1,0.4,1.0330914497375487,335.8
9.1,4.6,0.4,1.2879146575927733,340.8
9.1,5.1,0.4,1.6190439224243165,336.0
9.1,5.6,0.4,1.5330204963684082,394.6
9.1,6.1,0.4,1.042709970474243,330.8
9.1,6.6,0.4,1.2813206672668458,309.8
9.1,7.1,0.4,1.033310890197754,313.6
9.1,7.6,0.4,1.6021331310272218,357.2
9.1,8.1,0.4,0.8047590732574463,321.4
9.1,8.6,0.4,1.6303401947021485,385.2
9.1,9.1,0.4,0.6974431991577148,292.0
9.1,9.6,0.4,1.2399407863616942,361.4
9.6,0.1,0.4,0.6973893165588378,336.6
9.6,0.6,0.4,0.8967463493347168,328.2
9.6,1.1,0.4,1.3604045391082764,339.2
9.6,1.6,0.4,1.088694190979004,296.0
9.6,2.1,0.4,0.9608961582183838,306.2
9.6,2.6,0.4,1.0915703773498535,326.4
9.6,3.1,0.4,1.0239912033081056,342.6
9.6,3.6,0.4,1.0414491653442384,302.6
9.6,4.1,0.4,1.4502322673797607,309.6
9.6,4.6,0.4,1.6078783035278321,355.8
9.6,5.1,0.4,1.4586653232574462,361.0
9.6,5.6,0.4,1.400986385345459,368.0
9.6,6.1,0.4,1.689831829071045,370.6
9.6,6.6,0.4,1.1489142894744873,326.0
9.6,7.1,0.4,1.6602937221527099,354.0
9.6,7.6,0.4,1.375339412689209,396.4
9.6,8.1,0.4,1.2879743576049805,324.6
9.6,8.6,0.4,0.7943135738372803,325.8
